1.087680000000000244e-02,1.064374000000000223e-02,9.900860000000000910e-03,1.148099999999999989e-02,1.314139999999999753e-02,1.308140000000000171e-02,1.235080000000000032e-02,9.902920000000000819e-03,9.584020000000000386e-03,1.143719999999999980e-02,1.147760000000000100e-02,1.332679999999999976e-02,1.483379999999999942e-02,1.451539999999999775e-02,1.345600000000000095e-02,1.533119999999999969e-02,1.681960000000000052e-02,1.653920000000000390e-02,1.507979999999999911e-02,1.340640000000000234e-02,1.106459999999999909e-02,1.144340000000000114e-02,1.215680000000000059e-02,1.216279999999999965e-02,1.133160000000000070e-02,1.041800000000000018e-02,1.029499999999999860e-02,1.010519999999999995e-02,9.357859999999999095e-03,9.967480000000000784e-03,1.219639999999999960e-02,1.202239999999999906e-02,1.131539999999999976e-02,1.120060000000000153e-02,1.119360000000000147e-02,1.052960000000000181e-02,1.149760000000000018e-02,1.151600000000000193e-02,1.080099999999999984e-02,1.107439999999999813e-02,1.379660000000000088e-02,1.389980000000000035e-02,1.306660000000000113e-02,1.021266000000000014e-02,8.823999999999998511e-03,8.912520000000000164e-03,1.030399999999999892e-02,9.949139999999998679e-03,9.082120000000000817e-03,1.173820000000000072e-02
1.002997999999999910e-02,9.769139999999999074e-03,1.053600000000000023e-02,1.297659999999999959e-02,1.333340000000000046e-02,1.236459999999999990e-02,1.086385999999999949e-02,8.934939999999998855e-03,1.045399999999999975e-02,1.026979999999999907e-02,1.081760000000000013e-02,1.265759999999999975e-02,1.279420000000000036e-02,1.294460000000000055e-02,1.515419999999999788e-02,1.687419999999999892e-02,1.650899999999999937e-02,1.473380000000000002e-02,1.268320000000000038e-02,1.131099999999999987e-02,1.243239999999999970e-02,1.220080000000000123e-02,1.139620000000000043e-02,1.024800000000000016e-02,9.207480000000000525e-03,9.118919999999999110e-03,9.397880000000000816e-03,9.779200000000001780e-03,1.001394000000000069e-02,1.007400000000000136e-02,1.044779999999999841e-02,1.088839999999999773e-02,1.083800000000000041e-02,1.052699999999999990e-02,1.011393999999999835e-02,1.032426000000000003e-02,1.147040000000000039e-02,1.248720000000000038e-02,1.298479999999999947e-02,1.218359999999999929e-02,1.041500000000000065e-02,1.305999999999999869e-02,1.324859999999999927e-02,1.193119999999999944e-02,8.956799999999999137e-03,7.479460000000000275e-03,8.681599999999999387e-03,1.090040000000000106e-02,1.094980000000000085e-02,9.500939999999999386e-03
9.102960000000001953e-03,9.318419999999999134e-03,1.165440000000000052e-02,1.359600000000000045e-02,1.311580000000000037e-02,1.145633999999999889e-02,9.317880000000000607e-03,8.699219999999998829e-03,9.669880000000000489e-03,1.032920000000000019e-02,1.078179999999999937e-02,1.188780000000000045e-02,1.287040000000000059e-02,1.379200000000000217e-02,1.539099999999999843e-02,1.522639999999999758e-02,1.410240000000000105e-02,1.240680000000000081e-02,1.209819999999999993e-02,1.269699999999999995e-02,1.248160000000000068e-02,1.171699999999999998e-02,1.183860000000000121e-02,1.193379999999999962e-02,1.188799999999999926e-02,1.178339999999999943e-02,1.184379999999999808e-02,1.183939999999999819e-02,1.191580000000000070e-02,1.215060000000000098e-02,1.246439999999999874e-02,1.293300000000000005e-02,1.299699999999999987e-02,1.278579999999999994e-02,1.243860000000000104e-02,1.221240000000000173e-02,1.197020000000000028e-02,1.130220000000000009e-02,1.157800000000000148e-02,1.376140000000000176e-02,1.287039999999999886e-02,1.132700000000000026e-02,1.258980000000000168e-02,1.236220000000000027e-02,1.061647999999999932e-02,7.754640000000000144e-03,6.804280000000000224e-03,8.455479999999999594e-03,1.143880000000000070e-02,1.130480000000000027e-02
8.888539999999998595e-03,1.029659999999999950e-02,1.290200000000000027e-02,1.331960000000000088e-02,1.244360000000000084e-02,1.021166000000000088e-02,8.398380000000000428e-03,8.996260000000000714e-03,1.012805999999999949e-02,1.063779999999999934e-02,1.051859999999999948e-02,1.222060000000000160e-02,1.299859999999999904e-02,1.322240000000000047e-02,1.358340000000000068e-02,1.304340000000000013e-02,1.183179999999999822e-02,1.268400000000000083e-02,1.314360000000000007e-02,1.314280000000000136e-02,1.418919999999999904e-02,1.476939999999999850e-02,1.479519999999999967e-02,1.447839999999999891e-02,1.413460000000000064e-02,1.377839999999999968e-02,1.359299999999999918e-02,1.343699999999999929e-02,1.343480000000000021e-02,1.379340000000000080e-02,1.382839999999999937e-02,1.396639999999999861e-02,1.512699999999999809e-02,1.613119999999999832e-02,1.598440000000000277e-02,1.541960000000000032e-02,1.509919999999999839e-02,1.484859999999999999e-02,1.428820000000000090e-02,1.274980000000000037e-02,1.356280000000000333e-02,1.351839999999999986e-02,1.216580000000000092e-02,1.163080000000000017e-02,1.179039999999999949e-02,1.065813999999999998e-02,8.206939999999999374e-03,7.381340000000000123e-03,8.932260000000000894e-03,1.170840000000000075e-02
9.314659999999998913e-03,1.193280000000000035e-02,1.360139999999999960e-02,1.322960000000000282e-02,1.143513999999999989e-02,9.158940000000000831e-03,8.443179999999999782e-03,9.705079999999999610e-03,1.016165999999999944e-02,9.956859999999999669e-03,1.008580000000000067e-02,1.122760000000000077e-02,1.137059999999999980e-02,1.159119999999999942e-02,1.227020000000000020e-02,1.228740000000000041e-02,1.204459999999999906e-02,1.323679999999999822e-02,1.506039999999999809e-02,1.676440000000000222e-02,1.747980000000000020e-02,1.754640000000000019e-02,1.718620000000000217e-02,1.664099999999999954e-02,1.589959999999999984e-02,1.542120000000000123e-02,1.495639999999999990e-02,1.472859999999999968e-02,1.445099999999999683e-02,1.439180000000000147e-02,1.435620000000000299e-02,1.465340000000000045e-02,1.557180000000000022e-02,1.667899999999999938e-02,1.774900000000000089e-02,1.842619999999999675e-02,1.853619999999999921e-02,1.849119999999999930e-02,1.802360000000000073e-02,1.734100000000000225e-02,1.558519999999999871e-02,1.317879999999999920e-02,1.382080000000000287e-02,1.316859999999999906e-02,1.152239999999999862e-02,1.192419999999999938e-02,1.128679999999999961e-02,9.740200000000000941e-03,8.694399999999999698e-03,9.502939999999997917e-03
1.059159999999999963e-02,1.269260000000000180e-02,1.340320000000000053e-02,1.239739999999999939e-02,1.043459999999999874e-02,8.865079999999999141e-03,9.304000000000001505e-03,9.857620000000000965e-03,9.802120000000000971e-03,9.446939999999999157e-03,1.002931999999999782e-02,9.886340000000000405e-03,9.638940000000000355e-03,1.086939999999999955e-02,1.178039999999999990e-02,1.232319999999999943e-02,1.411779999999999979e-02,1.658079999999999971e-02,1.881760000000000030e-02,2.000680000000000167e-02,2.035340000000000066e-02,2.017320000000000224e-02,1.958879999999999649e-02,1.895679999999999935e-02,1.850099999999999661e-02,1.804659999999999945e-02,1.706540000000000140e-02,1.622299999999999784e-02,1.543899999999999960e-02,1.484960000000000099e-02,1.434320000000000039e-02,1.484759999999999899e-02,1.556379999999999916e-02,1.650259999999999921e-02,1.811999999999999722e-02,1.955020000000000022e-02,2.061700000000000338e-02,2.108320000000000333e-02,2.113459999999999644e-02,2.083399999999999835e-02,1.959260000000000168e-02,1.764140000000000152e-02,1.451939999999999828e-02,1.442400000000000106e-02,1.411280000000000000e-02,1.201339999999999873e-02,1.164659999999999827e-02,1.183400000000000077e-02,1.164519999999999965e-02,1.019047999999999829e-02
1.160480000000000018e-02,1.315839999999999718e-02,1.312059999999999962e-02,1.128720000000000070e-02,9.193059999999999427e-03,9.109339999999998758e-03,9.456519999999999510e-03,9.508800000000001279e-03,8.913580000000000808e-03,9.488019999999999787e-03,9.774380000000000915e-03,1.147840000000000145e-02,1.171840000000000034e-02,1.225779999999999925e-02,1.360000000000000098e-02,1.601879999999999971e-02,1.818559999999999621e-02,2.038559999999999678e-02,2.215700000000000308e-02,2.308700000000000335e-02,2.337700000000000194e-02,2.329379999999999992e-02,2.316920000000000091e-02,2.314480000000000010e-02,2.304099999999999898e-02,2.233180000000000234e-02,2.077980000000000105e-02,1.927839999999999762e-02,1.777159999999999851e-02,1.686119999999999980e-02,1.650259999999999921e-02,1.706759999999999874e-02,1.825059999999999877e-02,1.874520000000000006e-02,1.861420000000000435e-02,1.979840000000000072e-02,2.138079999999999842e-02,2.265700000000000006e-02,2.324419999999999958e-02,2.346360000000000112e-02,2.308999999999999941e-02,2.147679999999999728e-02,1.883459999999999995e-02,1.571399999999999880e-02,1.487200000000000154e-02,1.470760000000000123e-02,1.220599999999999984e-02,1.170019999999999914e-02,1.310779999999999931e-02,1.305500000000000063e-02
1.269039999999999925e-02,1.303539999999999907e-02,1.242640000000000064e-02,9.715800000000000131e-03,9.231460000000000360e-03,9.542919999999999875e-03,9.439480000000000093e-03,8.874660000000001228e-03,8.468780000000000405e-03,9.951540000000000039e-03,1.252699999999999994e-02,1.404780000000000265e-02,1.459340000000000116e-02,1.511580000000000215e-02,1.721280000000000032e-02,1.995660000000000142e-02,2.212899999999999937e-02,2.383679999999999827e-02,2.514600000000000168e-02,2.619620000000000282e-02,2.696339999999999848e-02,2.772319999999999646e-02,2.810340000000000060e-02,2.813860000000000319e-02,2.756279999999999841e-02,2.599960000000000118e-02,2.377819999999999934e-02,2.241440000000000099e-02,2.124840000000000062e-02,2.048860000000000264e-02,1.997020000000000045e-02,1.982579999999999759e-02,2.013059999999999850e-02,2.044999999999999943e-02,2.109980000000000189e-02,2.171739999999999782e-02,2.257939999999999947e-02,2.331719999999999973e-02,2.413279999999999939e-02,2.486980000000000093e-02,2.504680000000000101e-02,2.449559999999999932e-02,2.268239999999999840e-02,1.991659999999999958e-02,1.645039999999999697e-02,1.549560000000000173e-02,1.487439999999999943e-02,1.276019999999999932e-02,1.213720000000000077e-02,1.401499999999999968e-02
1.326420000000000030e-02,1.292959999999999943e-02,1.161340000000000115e-02,8.932260000000000894e-03,1.017020000000000077e-02,9.896459999999999285e-03,9.285879999999999829e-03,8.412819999999997939e-03,8.953060000000000532e-03,1.214119999999999956e-02,1.471420000000000020e-02,1.620480000000000184e-02,1.729980000000000059e-02,1.821240000000000012e-02,2.060000000000000026e-02,2.305940000000000073e-02,2.475880000000000442e-02,2.624860000000000040e-02,2.786239999999999897e-02,2.945480000000000320e-02,3.044779999999999709e-02,3.147760000000000141e-02,3.141560000000000186e-02,3.110379999999999742e-02,2.987699999999999731e-02,2.788559999999999997e-02,2.662980000000000208e-02,2.599700000000000275e-02,2.519479999999999983e-02,2.395900000000000113e-02,2.296600000000000030e-02,2.251579999999999554e-02,2.214359999999999939e-02,2.232800000000000062e-02,2.329419999999999755e-02,2.416020000000000320e-02,2.466180000000000108e-02,2.481419999999999806e-02,2.494060000000000027e-02,2.553380000000000233e-02,2.631379999999999830e-02,2.626740000000000325e-02,2.526979999999999851e-02,2.309760000000000285e-02,2.066720000000000015e-02,1.678619999999999765e-02,1.587979999999999947e-02,1.522060000000000080e-02,1.291899999999999993e-02,1.339259999999999930e-02
1.281260000000000211e-02,1.248619999999999938e-02,9.605400000000000049e-03,9.515739999999999962e-03,1.043200000000000030e-02,9.899200000000000360e-03,8.750419999999998338e-03,8.429880000000000706e-03,1.075260000000000105e-02,1.424519999999999953e-02,1.668180000000000010e-02,1.797699999999999992e-02,1.941940000000000333e-02,2.097979999999999984e-02,2.348000000000000087e-02,2.500760000000000136e-02,2.639999999999999986e-02,2.893179999999999710e-02,3.160960000000000159e-02,3.295279999999999043e-02,3.349300000000000194e-02,3.384059999999999846e-02,3.384759999999999852e-02,3.347260000000000513e-02,3.236660000000000231e-02,3.158400000000000096e-02,3.167999999999999983e-02,3.165880000000000083e-02,3.071479999999999697e-02,2.831740000000000299e-02,2.596620000000000178e-02,2.463379999999999737e-02,2.416340000000000154e-02,2.388879999999999823e-02,2.479799999999999713e-02,2.527300000000000033e-02,2.593799999999999925e-02,2.651239999999999847e-02,2.656759999999999677e-02,2.690859999999999780e-02,2.739460000000000159e-02,2.743659999999999849e-02,2.695399999999999879e-02,2.578300000000000036e-02,2.318139999999999784e-02,2.036980000000000041e-02,1.735999999999999696e-02,1.487739999999999896e-02,1.411519999999999962e-02,1.392960000000000031e-02
