9.371199999999999669e-03,1.769799999999999846e-02,2.087479999999999891e-02,1.327079999999999926e-02,1.340060000000000209e-02,9.760599999999999485e-03,9.047980000000000605e-03,9.073540000000001465e-03,8.377060000000000409e-03,7.201580000000000828e-03,7.050679999999999274e-03,7.422939999999998532e-03,7.516799999999999697e-03,7.315199999999999134e-03,7.260279999999999165e-03,7.775999999999999926e-03,8.586140000000000785e-03,8.385599999999999998e-03,9.313600000000000004e-03,9.189339999999998967e-03,1.109179999999999888e-02,1.259719999999999937e-02,1.506079999999999919e-02,1.050560000000000035e-02,1.240679999999999908e-02,1.204159999999999953e-02,1.138500000000000102e-02
1.961859999999999993e-02,2.403359999999999871e-02,1.097719999999999946e-02,1.446000000000000063e-02,1.016799999999999995e-02,9.819140000000000507e-03,9.106739999999998586e-03,9.001659999999999870e-03,6.966939999999999591e-03,6.625080000000000205e-03,6.442679999999999241e-03,8.273060000000000483e-03,8.944000000000000561e-03,8.462400000000000130e-03,7.253879999999999009e-03,9.847479999999998734e-03,9.868800000000000489e-03,9.432579999999999437e-03,1.294179999999999983e-02,1.077080000000000051e-02,1.186840000000000117e-02,9.821319999999999703e-03,1.216979999999999972e-02,1.756900000000000128e-02,1.209220000000000086e-02,1.252600000000000068e-02,1.270860000000000045e-02
2.813820000000000210e-02,1.415353999999999744e-02,1.610340000000000035e-02,1.296259999999999947e-02,1.296059999999999920e-02,1.104100000000000047e-02,9.702380000000000032e-03,9.281059999999998963e-03,8.293860000000000121e-03,7.028799999999999978e-03,6.634120000000000295e-03,9.011200000000000460e-03,1.110019999999999930e-02,1.092920000000000176e-02,1.012045999999999953e-02,1.122300000000000034e-02,1.087780000000000170e-02,1.080146000000000057e-02,1.280519999999999922e-02,1.177699999999999927e-02,1.013640000000000027e-02,1.189499999999999932e-02,9.853839999999999127e-03,1.203140000000000112e-02,1.877979999999999927e-02,1.311920000000000100e-02,1.120799999999999921e-02
1.053559999999999913e-02,1.714379999999999724e-02,1.360959999999999948e-02,1.406059999999999775e-02,1.349880000000000004e-02,1.234339999999999916e-02,1.165220000000000145e-02,8.520539999999998323e-03,7.586660000000000278e-03,7.681620000000000115e-03,5.788279999999999814e-03,8.958400000000001778e-03,1.144060000000000042e-02,9.692340000000000677e-03,7.714660000000000788e-03,9.499740000000001308e-03,1.268960000000000053e-02,1.457340000000000024e-02,1.705059999999999909e-02,1.528839999999999887e-02,1.280840000000000103e-02,9.997419999999999918e-03,9.870939999999999923e-03,1.119100000000000129e-02,1.067480000000000165e-02,1.705480000000000190e-02,1.324480000000000102e-02
1.852219999999999561e-02,1.518520000000000113e-02,1.466259999999999786e-02,1.405540000000000088e-02,1.479140000000000142e-02,1.097279999999999957e-02,1.055079999999999907e-02,9.663460000000002187e-03,7.415460000000000454e-03,6.925320000000000434e-03,9.452800000000000785e-03,9.436280000000000015e-03,1.268259999999999874e-02,1.157440000000000031e-02,1.165940000000000032e-02,1.283260000000000303e-02,1.511359999999999960e-02,1.520799999999999930e-02,1.595960000000000087e-02,1.709699999999999762e-02,1.668299999999999991e-02,1.409499999999999989e-02,1.306959999999999719e-02,1.015860000000000027e-02,1.036499999999999921e-02,8.841059999999999544e-03,1.406339999999999847e-02
1.674980000000000219e-02,1.439719999999999889e-02,1.254859999999999830e-02,1.370940000000000006e-02,1.052879999999999962e-02,1.290179999999999973e-02,8.910919999999999258e-03,7.370139999999999851e-03,9.426640000000000019e-03,9.702399999999999913e-03,1.368640000000000134e-02,1.436540000000000039e-02,1.338439999999999942e-02,1.263539999999999976e-02,1.332979999999999929e-02,1.417799999999999963e-02,1.284579999999999923e-02,1.490119999999999986e-02,1.648420000000000094e-02,1.483420000000000051e-02,1.703400000000000053e-02,1.938559999999999936e-02,1.372319999999999963e-02,1.319640000000000049e-02,8.962139999999998649e-03,8.792559999999999612e-03,8.657039999999999527e-03
1.545020000000000074e-02,1.161180000000000025e-02,1.043780000000000055e-02,8.138680000000000567e-03,1.265819999999999966e-02,8.410119999999998361e-03,1.089120000000000019e-02,1.263519999999999921e-02,9.400560000000000513e-03,1.269379999999999988e-02,1.234399999999999907e-02,1.660700000000000023e-02,1.687439999999999773e-02,1.478220000000000055e-02,1.358739999999999948e-02,1.439580000000000026e-02,1.433379999999999897e-02,1.346340000000000037e-02,1.576219999999999705e-02,1.093799999999999981e-02,1.409199999999999862e-02,1.437219999999999817e-02,1.614660000000000054e-02,1.073220000000000077e-02,1.139480000000000007e-02,8.148279999999999065e-03,8.245880000000000570e-03
1.181220000000000013e-02,9.810659999999998826e-03,6.331719999999999016e-03,7.366920000000000759e-03,7.075739999999999634e-03,1.012940000000000021e-02,1.276960000000000074e-02,9.641600000000000170e-03,1.161719999999999940e-02,1.381280000000000008e-02,1.235040000000000096e-02,1.547040000000000047e-02,1.732480000000000131e-02,1.530019999999999991e-02,1.422460000000000044e-02,1.430200000000000048e-02,1.524959999999999857e-02,1.356140000000000123e-02,1.319400000000000087e-02,1.415699999999999945e-02,1.037100000000000001e-02,1.433800000000000005e-02,1.093379999999999873e-02,1.022239999999999954e-02,1.128600000000000089e-02,1.114979999999999791e-02,8.022419999999998858e-03
9.497039999999999996e-03,7.649620000000000204e-03,1.025919999999999957e-02,6.244280000000000490e-03,5.991979999999999182e-03,1.113359999999999871e-02,1.021820000000000020e-02,1.358000000000000006e-02,1.263119999999999868e-02,1.340260000000000062e-02,1.497820000000000054e-02,1.321059999999999943e-02,1.619079999999999825e-02,1.713540000000000202e-02,1.637339999999999629e-02,1.692800000000000207e-02,1.604420000000000152e-02,1.682160000000000252e-02,1.839199999999999863e-02,1.499699999999999991e-02,1.164480000000000029e-02,1.020539999999999815e-02,1.297500000000000042e-02,1.047659999999999911e-02,1.042713999999999794e-02,1.273440000000000162e-02,9.575480000000000796e-03
8.070960000000002021e-03,1.353339999999999752e-02,7.666679999999999502e-03,7.143999999999999309e-03,8.477319999999999994e-03,8.677319999999998784e-03,1.435759999999999814e-02,1.316160000000000073e-02,1.088800000000000011e-02,1.061119999999999772e-02,1.565860000000000168e-02,1.993239999999999595e-02,2.262060000000000112e-02,2.031859999999999916e-02,1.827159999999999895e-02,1.929560000000000303e-02,2.087560000000000110e-02,1.955400000000000540e-02,1.839980000000000088e-02,1.854580000000000117e-02,1.520519999999999858e-02,1.067519999999999927e-02,1.231299999999999929e-02,1.268139999999999892e-02,1.136860000000000127e-02,1.100479999999999861e-02,1.048860000000000070e-02
7.221859999999999218e-03,1.126079999999999963e-02,8.492240000000001593e-03,5.656019999999999451e-03,5.763719999999999954e-03,9.207440000000000763e-03,1.439479999999999926e-02,9.296439999999999565e-03,1.131079999999999933e-02,1.886360000000000120e-02,2.167059999999999820e-02,2.269000000000000183e-02,1.551579999999999973e-02,1.113639999999999942e-02,9.900280000000000885e-03,1.070899999999999977e-02,1.725860000000000241e-02,2.406880000000000130e-02,2.329700000000000173e-02,2.108700000000000158e-02,2.275200000000000139e-02,1.439520000000000209e-02,1.323840000000000086e-02,1.629159999999999636e-02,1.001960000000000003e-02,1.143540000000000181e-02,1.313179999999999903e-02
7.145059999999999953e-03,7.341340000000000018e-03,9.979220000000000451e-03,6.091720000000000121e-03,5.637339999999999365e-03,9.069340000000000387e-03,9.527920000000000486e-03,8.589320000000000982e-03,1.865379999999999816e-02,2.411999999999999561e-02,1.700839999999999991e-02,9.502340000000001480e-03,1.099520000000000011e-02,1.175540000000000092e-02,1.098739999999999786e-02,1.202440000000000106e-02,1.057519999999999988e-02,1.554640000000000188e-02,2.618520000000000222e-02,2.552479999999999680e-02,2.442199999999999926e-02,2.277220000000000286e-02,1.425699999999999711e-02,1.378079999999999930e-02,1.255340000000000102e-02,1.143579999999999944e-02,1.324819999999999817e-02
