0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.04,0.05,0.05,0.07,0.09,0.18,0.31,0.43,0.48,0.67,1.02,1.06,1.11,1.16,1.23,1.24,1.25,1.27,1.25,1.22,1.15,1.10,1.04,0.96,0.88,0.83,0.73,0.67,0.61,0.60,0.53,0.48,0.44,0.39,0.31,0.23,0.16,0.08,0.07,0.05,0.06,0.06,0.07
0.06,0.10,0.09,0.06,0.07,0.03,0.09,0.17,0.28,0.30,0.41,0.48,0.57,0.66,0.72,0.84,0.90,1.01,1.03,1.12,1.18,1.22,1.26,1.28,1.28,1.27,1.26,1.20,1.16,1.11,1.04,0.97,0.90,0.80,0.68,0.57,0.58,0.52,0.45,0.42,0.30,0.30,0.25,0.11,0.16,0.17,0.19,0.18,0.10,0.10
0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.05,0.04,0.05,0.04,0.06,0.10,0.60,0.90,0.93,0.96,0.95,0.93,0.93,0.89,0.85,0.79,0.74,0.67,0.64,0.56,0.52,0.53,0.48,0.42,0.39,0.35,0.30,0.31,0.26,0.22,0.17,0.23,0.22,0.22,0.24
0.06,0.05,0.07,0.05,0.06,0.06,0.06,0.08,0.13,0.19,0.29,0.35,0.41,0.48,0.56,0.67,0.72,0.78,0.81,0.88,0.94,0.96,0.89,0.91,0.93,0.92,0.91,0.90,0.87,0.82,0.77,0.73,0.68,0.61,0.56,0.53,0.41,0.37,0.34,0.33,0.33,0.30,0.30,0.29,0.28,0.22,0.26,0.24,0.24,0.24
0.06,0.04,0.03,0.04,0.08,0.05,0.08,0.05,0.07,0.23,0.25,0.30,0.34,0.40,0.46,0.54,0.60,0.68,0.73,0.77,0.86,0.89,0.91,0.93,0.96,0.96,0.97,0.94,0.93,0.91,0.84,0.81,0.76,0.72,0.65,0.57,0.46,0.48,0.41,0.35,0.37,0.36,0.25,0.31,0.28,0.25,0.28,0.28,0.29,0.29
0.04,0.04,0.04,0.07,0.05,0.06,0.06,0.07,0.08,0.11,0.22,0.24,0.29,0.36,0.41,0.46,0.52,0.57,0.63,0.71,0.73,0.75,0.79,0.82,0.85,0.86,0.86,0.85,0.84,0.83,0.79,0.78,0.73,0.64,0.57,0.56,0.50,0.50,0.46,0.43,0.36,0.36,0.29,0.25,0.25,0.27,0.26,0.29,0.29,0.30
0.07,0.04,0.04,0.07,0.06,0.05,0.07,0.04,0.08,0.09,0.21,0.20,0.25,0.30,0.34,0.41,0.39,0.05,0.03,0.03,0.02,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02
0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.06,0.33,0.32,0.05,0.35,0.48,0.48,0.54,0.56,0.56,0.54,0.51,0.46,0.42,0.39,0.11,0.06,0.08,0.16,0.14,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.04,0.04,0.03
0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.04,0.06,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.35,0.42,0.45,0.45,0.40,0.28,0.20,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02
0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.18,0.36,0.33,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.24,0.35,0.36,0.35
0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.06,0.15,0.04,0.03,0.02,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.03,0.04,0.04
0.06,0.05,0.04,0.07,0.03,0.03,0.03,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.05,0.04,0.08,0.06,0.05,0.07,0.05,0.07,0.05,0.06,0.07,0.06,0.05,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.04,0.07,0.13,0.22,0.25,0.24,0.04,0.07,0.07,0.04
0.05,0.04,0.05,0.06,0.04,0.05,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.03,0.05,0.06,0.06,0.08,0.12,0.09,0.18,0.14,0.14,0.09,0.08,0.10,0.05,0.06,0.04,0.05,0.05,0.10,0.21,0.23,0.16,0.21,0.19,0.21,0.04,0.10,0.21,0.15,0.25,0.33,0.34,0.33,0.35,0.38,0.34,0.06
0.07,0.05,0.06,0.05,0.04,0.06,0.06,0.03,0.05,0.07,0.05,0.04,0.04,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.12,0.25,0.29,0.26,0.24,0.23,0.20,0.06,0.07,0.04,0.03,0.02,0.03
0.07,0.04,0.08,0.03,0.04,0.05,0.04,0.04,0.05,0.07,0.03,0.06,0.04,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03
0.08,0.07,0.04,0.02,0.05,0.04,0.05,0.07,0.08,0.04,0.03,0.06,0.07,0.05,0.06,0.04,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.13,0.23,0.02,0.02
0.03,0.03,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.03,0.08,0.05,0.05,0.07,0.05,0.06,0.06,0.08,0.05,0.08,0.13,0.05,0.16,0.08,0.19,0.15,0.26,0.24,0.27,0.28,0.32,0.32,0.33,0.36,0.37,0.36,0.36,0.36,0.34,0.34,0.35,0.35
