1.181119999999999913e-02,2.176979999999999887e-02,1.523099999999999975e-02,1.700859999999999872e-02,1.236779999999999997e-02,1.107019999999999879e-02,8.633619999999999836e-03,8.320540000000001268e-03,9.516280000000000225e-03,7.219739999999999665e-03,7.913059999999999539e-03,7.728000000000000494e-03,7.738139999999999255e-03,7.539200000000000242e-03,7.382379999999999151e-03,9.472519999999999898e-03,8.393620000000000941e-03,8.445879999999999360e-03,1.147259999999999946e-02,9.747219999999999149e-03,9.418680000000002189e-03,1.081919999999999930e-02,1.689739999999999992e-02,1.407239999999999880e-02,1.349980000000000104e-02,1.316920000000000070e-02,1.297219999999999970e-02
2.371960000000000041e-02,1.990039999999999865e-02,1.543220000000000182e-02,1.406579999999999983e-02,1.121379999999999946e-02,1.009598000000000093e-02,8.477900000000000019e-03,8.764279999999999293e-03,7.945060000000000316e-03,6.133860000000000527e-03,7.245880000000000550e-03,1.071839999999999946e-02,8.285320000000000532e-03,8.746100000000001443e-03,6.555220000000000491e-03,8.789319999999999772e-03,1.147579999999999954e-02,8.517859999999998627e-03,1.009965999999999989e-02,9.076819999999999333e-03,8.898120000000000682e-03,9.367999999999999591e-03,1.038259999999999877e-02,1.810499999999999957e-02,1.603599999999999817e-02,1.355220000000000036e-02,1.331279999999999963e-02
1.987180000000000196e-02,1.376480000000000238e-02,1.531759999999999719e-02,1.293519999999999913e-02,1.150220000000000062e-02,1.029439999999999869e-02,9.921740000000000073e-03,8.427200000000001009e-03,1.194840000000000138e-02,8.652280000000000040e-03,1.026439999999999818e-02,1.176139999999999998e-02,1.301319999999999907e-02,1.375999999999999966e-02,1.234719999999999915e-02,1.005774000000000078e-02,1.364380000000000107e-02,1.296280000000000002e-02,1.394199999999999953e-02,1.224620000000000222e-02,9.641040000000000026e-03,8.707740000000000272e-03,1.086200000000000013e-02,1.025400000000000096e-02,1.748599999999999807e-02,1.658459999999999795e-02,1.230099999999999943e-02
1.350480000000000083e-02,1.708140000000000353e-02,1.405500000000000152e-02,1.435980000000000069e-02,1.326180000000000067e-02,1.145080000000000056e-02,1.029699999999999886e-02,1.113939999999999896e-02,9.011719999999999106e-03,9.453880000000001310e-03,1.210420000000000072e-02,1.175839999999999871e-02,1.452859999999999915e-02,1.248259999999999995e-02,1.313939999999999900e-02,1.276960000000000074e-02,1.330620000000000067e-02,1.577839999999999798e-02,1.600700000000000039e-02,1.539139999999999953e-02,1.410860000000000239e-02,1.080940000000000026e-02,8.465079999999999827e-03,1.157699999999999875e-02,9.726459999999999273e-03,1.465420000000000091e-02,1.564800000000000219e-02
1.871159999999999837e-02,1.490539999999999921e-02,1.477120000000000169e-02,1.357919999999999960e-02,1.297059999999999880e-02,1.200900000000000058e-02,9.123720000000000094e-03,8.519479999999999414e-03,1.089279999999999936e-02,1.013260000000000029e-02,1.160579999999999945e-02,1.166120000000000004e-02,1.325379999999999961e-02,1.218140000000000021e-02,1.115140000000000055e-02,1.156719999999999970e-02,1.403300000000000033e-02,1.714279999999999970e-02,1.814340000000000050e-02,1.807420000000000207e-02,1.555519999999999993e-02,1.573599999999999999e-02,1.190659999999999982e-02,9.535980000000001192e-03,1.039979999999999898e-02,9.672980000000001161e-03,1.257540000000000047e-02
1.534440000000000283e-02,1.439100000000000101e-02,1.277440000000000173e-02,1.224060000000000079e-02,1.298039999999999958e-02,1.024779999999999962e-02,9.782920000000000504e-03,9.699719999999998482e-03,1.133439999999999968e-02,1.377659999999999996e-02,1.193660000000000034e-02,1.336640000000000050e-02,1.435579999999999842e-02,1.310939999999999848e-02,1.068260000000000043e-02,1.188180000000000139e-02,1.214660000000000045e-02,1.397900000000000011e-02,1.703740000000000115e-02,1.518599999999999985e-02,1.674460000000000184e-02,1.742179999999999770e-02,1.652800000000000102e-02,1.175359999999999946e-02,1.013965999999999999e-02,8.382940000000000183e-03,1.008580000000000067e-02
1.490580000000000030e-02,1.162260000000000029e-02,1.006280000000000022e-02,9.213880000000000681e-03,1.096060000000000090e-02,1.117579999999999962e-02,1.189399999999999832e-02,9.701319999999999388e-03,1.166640000000000038e-02,1.294380000000000010e-02,1.546780000000000030e-02,1.329180000000000118e-02,1.379580000000000042e-02,1.351820000000000278e-02,1.118500000000000050e-02,1.174600000000000123e-02,1.143199999999999945e-02,1.112900000000000000e-02,1.224939999999999883e-02,1.161019999999999934e-02,1.121499999999999928e-02,1.751219999999999860e-02,1.441439999999999909e-02,1.257099999999999884e-02,9.893960000000000254e-03,8.774920000000000289e-03,7.753580000000000368e-03
1.198820000000000094e-02,9.311460000000000570e-03,7.302920000000000071e-03,7.398380000000000407e-03,9.775479999999999586e-03,1.046659999999999952e-02,9.912540000000000934e-03,1.314019999999999945e-02,9.364260000000000986e-03,1.319839999999999902e-02,1.316060000000000320e-02,1.584539999999999907e-02,1.124480000000000098e-02,1.184619999999999944e-02,1.009859999999999924e-02,9.796280000000000959e-03,1.095780000000000018e-02,9.744599999999999096e-03,1.054100000000000002e-02,1.388639999999999840e-02,8.594120000000000231e-03,9.202659999999999660e-03,1.353219999999999944e-02,1.083680000000000060e-02,1.063479999999999981e-02,9.875220000000000525e-03,7.527480000000000455e-03
9.115180000000000504e-03,9.998280000000000015e-03,1.095039999999999902e-02,6.306660000000000391e-03,6.582420000000000285e-03,8.457080000000000500e-03,1.287780000000000001e-02,9.298759999999999665e-03,1.018699999999999987e-02,1.215719999999999822e-02,1.351400000000000171e-02,1.274039999999999895e-02,1.409999999999999795e-02,1.436179999999999922e-02,1.366079999999999725e-02,1.381939999999999905e-02,1.523519999999999909e-02,1.538980000000000035e-02,1.394400000000000153e-02,1.281480000000000119e-02,1.175260000000000020e-02,7.414899999999999443e-03,1.224019999999999969e-02,1.225120000000000028e-02,1.026658000000000084e-02,1.050219999999999973e-02,9.448019999999999682e-03
7.965320000000001427e-03,1.099885999999999919e-02,9.524800000000001668e-03,7.100780000000000980e-03,6.644260000000000790e-03,7.582400000000000424e-03,1.209540000000000094e-02,9.281620000000000842e-03,8.065600000000000894e-03,1.128220000000000264e-02,1.352100000000000003e-02,2.055260000000000073e-02,2.333959999999999854e-02,2.327180000000000221e-02,2.065700000000000175e-02,1.680740000000000012e-02,1.807239999999999888e-02,1.992639999999999689e-02,2.336320000000000063e-02,2.087860000000000410e-02,1.478299999999999927e-02,1.195039999999999991e-02,1.109920000000000004e-02,1.552539999999999996e-02,1.072839999999999905e-02,1.057800000000000060e-02,1.009600000000000081e-02
